ID,Name,Industry,Description,Year Founded,Employees,State,City,Metro Area,Total Revenue,Total Expense,Total Profit
608,Hiding,Real Estate,Offers real estate brokerage and property management services for upscale residential properties in Hawaii.,2014,6,HI,Honolulu,"Honolulu, HI",10411680.95,5362705.68,5048975.27
609,Pyretic,Education,"Provides ertified refurbished computers and parts to school districts nationwide. It also sells document cameras, interactive whiteboard products and has a Cash for Clunkers program for districts to discard old, obsolete computer equipment.",2007,49,CA,Westlake Village,Los Angeles,12037839.49,5545439.97,6492399.52
610,Clupeoid,Advertising & Marketing,"A Google Adwords premier SMB partner that provides search, social and digital display advertising with a focus on local digital advertising to small and midsize businesses.",2004,70,NY,Melville,New York City,10962389.41,5473858.72,5488530.69
611,Beetleheaded,IT Services,"A platinum Oracle PartnerNetwork member specializing in the design, implementation and maintenance of IT systems across the globe.",2010,130,TX,Irving,Dallas,9648455.3,5969863.41,3678591.9
612,Preworthy,Advertising & Marketing,Operates a proprietary platform that allows marketers to reach audiences based on the nuances of consumers' belief systems and values. It collects and uses consumer data to allow clients to build targeted online advertising campaigns.,2012,93,VA,Reston,"Washington, DC",13501093.02,6747754.97,6753338.04
613,Fraternal,Health,"Operates a network of nutritional supplement retail stores which creates programs using weight management, sports nutrition and healthy aging products for customers.",2012,65,NE,Omaha,"Omaha-Council Bluffs, NE-IA",10851278.17,6185149.61,4666128.56
614,Falbala,Retail,"A provider of cloud-based restaurant and specialty retail operating systems and mobile applications. Its services include POS intelligence, inventory management and employee scheduling.",2012,23,CT,Norwalk,"Bridgeport-Stamford-Norwalk, CT",17487108.25,7887270.98,9599837.26
615,Pomiculturist,Retail,"A factory direct distributor of mattresses, toppers and mattress protectors that uses non-solvent-based adhesives and soy bean plant-based foams to reduce its environmental footprint.",2010,5,CO,Littleton,Denver,7289374.6,8393479.38,-1104104.77
616,Intermitted,Energy,"Helps create, optimize and maintain high-performing buildings by offering consulting and managed services in the areas of smart building technologies, energy & sustainability and integrated building design.",2012,40,DC,Washington,"Washington, DC",7990501.29,3719149.21,4271352.09
617,Nomarchy,Construction,"Provides siding installation and exterior finishing services to homeowners and residential builders. It specializes in installing vinyl siding and fiber cement siding, porch railings and vents.",2010,24,NC,Charlotte,Charlotte,17759416.48,1835164.65,15924251.83
618,Turboprop,Retail,"An online retailer of health and wellness products that specializes in foot, leg and orthopedic care.",2010,42,MI,Rochester Hills,Detroit,12566464.44,4038685.41,8527779.03
619,Parhelion,IT Services,Offers technology services to help businesses thrive in changing markets.,2012,23,VA,Sterling,"Washington, DC",10187054.3,8920514.06,1266540.24
620,Grammatical,Logistics & Transportation,Owns and operates two service businesses within the reverse logistics industry to address specific market niches such as Fortune 500/1000/2000 customers in the consumer package goods industry and customers in the electronics industry.,1999,300,PA,Reading,"Reading, PA",13851882.13,5366550.99,8485331.14
621,Protractile,IT Services,"An IT and engineering services firm that offers technical, engineering and management services to government agencies and prime government contractors.",1999,18,CO,Arvada,Denver,11341536.53,5689465.39,5652071.14
622,Precincts,IT Services,Offers software consulting and development services to businesses all over the world through offshore and onsite services.,2012,205,IL,Schaumburg,Chicago,8277461.21,1746502.27,6530958.94
623,Hookiest,IT Services,"Provides sales, marketing and operations training for managed services and technology services providers.",2005,40,CA,Bakersfield,"Bakersfield, CA",6128544.73,6526580.7,-398035.97
624,Anarchical,Health,"Turns disparate data into actionable information using a cloud-based, scalable and customized population health management service.",2014,67,GA,Roswell,Atlanta,10239675.55,5118341.31,5121334.24
625,Amphithalamus,IT Services,"An IT organization focused on delivering converged voice & data networks, private & public cloud services and managed services.",2009,16,FL,Boca Raton,Miami,11506336.13,4872224.65,6634111.48
626,Ortonville,Human Resources,"A recruiting firm that specializes in direct hire, contract to hire and contract opportunities for Arizona technicians and HR specialists.",2009,11,AZ,Phoenix,Phoenix,16337775.32,6240325.08,10097450.24
627,Silkiness,Consumer Products & Services,"A direct importer and distributor of all-natural stone flooring and wall tiles, pavers, poolcopings, mosaics and related accessories through its own distribution centers throughout the United States. Its main product lines are consist of travertine, limestone and marble.",2014,44,AZ,Phoenix,Phoenix,7199844.42,6697424.52,502419.9
628,Monotrichous,Software,"An enterprise SaaS company focused on the consumer goods industry. Its flagship software, BluePlanner, offers a sales planning, trade promotion management and analytics platform for consumer packaged goods manufacturers.",2011,12,NY,New York,New York City,9415521.84,4599965.27,4815556.57
629,Strange,Education,"Offers swim lessons for babies from 2 months old with their parents through competitive swim teams in its custom-built, modern and family-friendly facilities.",2004,248,VA,Woodbridge,"Washington, DC",13904080.33,4375330.59,9528749.74
630,Overstridden,IT Services,A technology services enterprise that services a global client base with a special focus on retail customers.,2011,55,NJ,Trenton,"Trenton-Ewing, NJ",10515257.07,1650153.38,8865103.69
631,Zirconyl,Business Products & Services,"Delivers pricing expertise and technology to B2B companies by formulating customized, data-driven pricing models that improve internal processes and elevate internal pricing capabilities.",2012,40,OH,Cleveland,Cleveland,10920996.13,8056396.98,2864599.15
632,Cyaneous,Construction,"Provides design and construction services, specializing in commercial construction and real estate development for companies and individual businesses.",2012,58,IL,Oakbrook Terrace,Chicago,9942258.09,9685140.53,257117.56
633,Implorer,Financial Services,Provides all types of loans to consumers for purchasing and refinancing homes.,2009,70,IL,Lombard,Chicago,11658046.5,11832082,-174035.5
634,Unexotically,IT Services,"Offers an innovative domestic sourcing business model designed to provide a cost-effective alternative to onsite or offshore application development, support and maintenance.",2010,146,GA,Atlanta,Atlanta,10896845.21,5849025.26,5047819.95
635,Millrind,Food & Beverage,A chain of restaurants across the Mid-Atlantic and Southeast that serves Mediterranean food. Zoes Kitchen went public in 2014.,2007,2,TX,Plano,Dallas,11893472.54,4736600.19,7156872.36
636,Adequateness,Manufacturing,"Custom manufactures airflow management products used globally in data centers to reduce their carbon footprint, operate more efficiently, and reduce energy costs. It also offers engineering, CFD modeling, and energy assessments.",2012,0,UT,Draper,Salt Lake City,13388362.11,7768675.65,5619686.46
637,Overrestraint,Business Products & Services,"A personal injury firm that contributes to its community as well as to clients by contributing to over fifty nonprofit organizations, local schools and athletic programs.",2010,12,FL,Trinity,Tampa,11694104.71,10989889.09,704215.62
638,Interestingness,Media,"Offers a blog, research and events on emerging technologies to humanize technology and provide insight into disruptive companies, people and trends.",2014,73,CA,San Francisco,San Francisco,16788265.46,6377815.3,10410450.16
639,Homologize,Human Resources,"Offers professional technology services and human capital management with a focus on executive search, corporate recruitment, retained and managed services, project management and project staffing.",2014,95,NJ,Cherry Hill,Philadelphia,8660565.81,11342899.23,-2682333.43
640,Badgeless,Software,"A Microsoft Silver independent software vendor focused on helping organizations implement up-to-date Microsoft technologies and software tools to make IT administration easier, such as monitoring and reporting tools for key components including Exchange, SharePoint and Lync.",2011,17,CA,Corona,"Riverside-San Bernardino-Ontario, CA",12534613.74,4834063.87,7700549.87
641,Aspic,Retail,"Sells a wide range of products online, including home and garden, electronics, furniture, health and beauty, toys, and sports and fitness items.",2001,130,NY,New York,New York City,10405433.87,5487558.96,4917874.91
